Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Role played by Owner or Manager in Facility,Owner Type,Owner Name,Ownership Percentage,Association Date,Location,Processing Date
415075,HOLIDAY RETIREMENT HOME INC,30 SAYLES HILL ROAD,MANVILLE,RI,02838,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"GURCHIN, JEANNE",33%,since 10/01/2015,"30 SAYLES HILL ROAD MANVILLE, RI 02838 (41.966404, -71.481479)",10/01/2018
415044,FRIENDLY HOME INC THE,303 RHODES AVENUE,WOONSOCKET,RI,02895,5% OR GREATER MORTGAGE INTEREST,Individual,"EPP, KATHARINE",NOT APPLICABLE,since 07/01/2012,"303 RHODES AVENUE WOONSOCKET, RI 02895 (42.005585, -71.533652)",10/01/2018
415061,BRENTWOOD NURSING HOME,4000 POST ROAD,WARWICK,RI,02886,MANAGING EMPLOYEE,Individual,"MIGA, RICHARD",NOT APPLICABLE,since 02/01/2003,"4000 POST ROAD WARWICK, RI 02886 (41.682399, -71.450804)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,ONEX PARTNERS LP,NO PERCENTAGE PROVIDED,since 02/02/2015,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415029,GOLDEN CREST NURSING CENTRE,100 SMITHFIELD ROAD,NORTH PROVIDENCE,RI,02904,MANAGING EMPLOYEE,Individual,"BROOKS, ROBBIN",NOT APPLICABLE,since 01/01/2007,"100 SMITHFIELD ROAD NORTH PROVIDENCE, RI 02904 (41.856041, -71.44898)",10/01/2018
415097,MANSION NURSING AND REHAB CENTER,104 CLAY STREET,CENTRAL FALLS,RI,02863,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"MANSION, INC",NO PERCENTAGE PROVIDED,since 12/28/2007,"104 CLAY STREET CENTRAL FALLS, RI 02863 (41.883365, -71.389804)",10/01/2018
415042,WATERVIEW VILLA REHABILITATION AND HEALTH CARE CEN,1275 SOUTH BROADWAY,EAST PROVIDENCE,RI,02914,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"HAUSER, MARYBETH",NO PERCENTAGE PROVIDED,since 09/01/2011,"1275 SOUTH BROADWAY EAST PROVIDENCE, RI 02914 (41.806739, -71.372727)",10/01/2018
415057,ELDERWOOD OF SCALLOP SHELL AT WAKEFIELD,55 SCALLOP SHELL WAY,SOUTH KINGSTOWN,RI,02883,OPERATIONAL/MANAGERIAL CONTROL,Organization,POST ACUTE PARTNERS MANAGEMENT LLC,NOT APPLICABLE,since 07/01/2010,"55 SCALLOP SHELL WAY SOUTH KINGSTOWN, RI 02883 (41.451253, -71.490744)",10/01/2018
415053,CHERRY HILL MANOR,2 CHERRY HILL ROAD,JOHNSTON,RI,02919,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"PRESTON, FORREST",NO PERCENTAGE PROVIDED,since 03/10/2004,"2 CHERRY HILL ROAD JOHNSTON, RI 02919 (41.836815, -71.482069)",10/01/2018
415098,HARRIS HEALTH CENTER LLC,833 BROADWAY,EAST PROVIDENCE,RI,02914,OPERATIONAL/MANAGERIAL CONTROL,Organization,"HARRIS HEALTH CENTER, LLC",NOT APPLICABLE,since 01/01/1997,"833 BROADWAY EAST PROVIDENCE, RI 02914 (41.818844, -71.368676)",10/01/2018
415071,SOUTH COUNTY NURSING AND REHABILITATION CENTER,740 OAK HILL ROAD,NORTH KINGSTOWN,RI,02852,MANAGING EMPLOYEE,Individual,"DAVIS, KEITH",NOT APPLICABLE,since 12/01/2015,"740 OAK HILL ROAD NORTH KINGSTOWN, RI 02852 (41.560762, -71.488019)",10/01/2018
415064,PAWTUCKET SKILLED NURSING & REHABILITATION,70 GILL AVENUE,PAWTUCKET,RI,02861,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SENIOR CARE GENESIS LLC,NO PERCENTAGE PROVIDED,since 02/02/2015,"70 GILL AVENUE PAWTUCKET, RI 02861 (41.862783, -71.352044)",10/01/2018
415044,FRIENDLY HOME INC THE,303 RHODES AVENUE,WOONSOCKET,RI,02895,MANAGING EMPLOYEE,Individual,"EPP, KATHARINE",NOT APPLICABLE,since 01/01/1979,"303 RHODES AVENUE WOONSOCKET, RI 02895 (42.005585, -71.533652)",10/01/2018
415067,WEST VIEW NURSING AND REHABILIATION CENTER,239 LEGRIS AVENUE,WEST WARWICK,RI,02893,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,THE DANIEL WOLFSON 2012 FAMILY TRUST,NO PERCENTAGE PROVIDED,since 10/10/2017,"239 LEGRIS AVENUE WEST WARWICK, RI 02893 (41.696469, -71.506389)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,OFFICER,Individual,"CULLEROT, KEN",NOT APPLICABLE,since 03/02/2015,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415057,ELDERWOOD OF SCALLOP SHELL AT WAKEFIELD,55 SCALLOP SHELL WAY,SOUTH KINGSTOWN,RI,02883,OFFICER,Individual,"COLE, WARREN",NOT APPLICABLE,since 07/01/2010,"55 SCALLOP SHELL WAY SOUTH KINGSTOWN, RI 02883 (41.451253, -71.490744)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,DIRECTOR,Individual,"EDWARDS, JAN",NOT APPLICABLE,since 04/01/2011,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415071,SOUTH COUNTY NURSING AND REHABILITATION CENTER,740 OAK HILL ROAD,NORTH KINGSTOWN,RI,02852,MANAGING EMPLOYEE,Individual,"FAIRBANK, JENNIFER",NOT APPLICABLE,since 12/01/2015,"740 OAK HILL ROAD NORTH KINGSTOWN, RI 02852 (41.560762, -71.488019)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,FC-GEN OPERATIONS INVESTMENT LLC,NO PERCENTAGE PROVIDED,since 04/01/2011,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415053,CHERRY HILL MANOR,2 CHERRY HILL ROAD,JOHNSTON,RI,02919,OFFICER,Individual,"HENRY, TERRY",NOT APPLICABLE,since 08/16/1999,"2 CHERRY HILL ROAD JOHNSTON, RI 02919 (41.836815, -71.482069)",10/01/2018
415009,KENT REGENCY CENTER,660 COMMONWEALTH AVENUE,WARWICK,RI,02886,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,HCCF MANAGEMENT GROUP XI LLC,NO PERCENTAGE PROVIDED,since 12/31/2011,"660 COMMONWEALTH AVENUE WARWICK, RI 02886 (41.701592, -71.479562)",10/01/2018
415024,HALLWORTH HOUSE,66 BENEFIT STREET,PROVIDENCE,RI,02904,DIRECTOR,Individual,"SEXTON, ELIZABETH",NOT APPLICABLE,since 12/14/2007,"66 BENEFIT STREET PROVIDENCE, RI 02904 (41.831856, -71.409359)",10/01/2018
415052,CHARLESGATE NURSING CENTER,100 RANDALL STREET,PROVIDENCE,RI,02904,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"BELL, CHESTER",NO PERCENTAGE PROVIDED,since 09/09/1977,"100 RANDALL STREET PROVIDENCE, RI 02904 (41.838228, -71.409659)",10/01/2018
415012,BRIARCLIFFE MANOR,49 OLD POCASSET ROAD,JOHNSTON,RI,02919,MANAGING EMPLOYEE,Individual,"TALWAR, AKSHAY",NOT APPLICABLE,since 01/04/2005,"49 OLD POCASSET ROAD JOHNSTON, RI 02919 (41.815987, -71.514682)",10/01/2018
415042,WATERVIEW VILLA REHABILITATION AND HEALTH CARE CEN,1275 SOUTH BROADWAY,EAST PROVIDENCE,RI,02914,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"SANTILLI, LAWRENCE",8%,since 09/01/2011,"1275 SOUTH BROADWAY EAST PROVIDENCE, RI 02914 (41.806739, -71.372727)",10/01/2018
415057,ELDERWOOD OF SCALLOP SHELL AT WAKEFIELD,55 SCALLOP SHELL WAY,SOUTH KINGSTOWN,RI,02883,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"RUBIN, JEFFREY",50%,since 07/01/2010,"55 SCALLOP SHELL WAY SOUTH KINGSTOWN, RI 02883 (41.451253, -71.490744)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"SENIOR CARE HOLDINGS, LLC",NO PERCENTAGE PROVIDED,since 02/02/2015,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415063,SCALABRINI VILLA,860 NORTH QUIDESSET ROAD,NORTH KINGSTOWN,RI,02852,DIRECTOR,Individual,"DALL' AGNESE, SERGIO",NOT APPLICABLE,since 07/01/2014,"860 NORTH QUIDESSET ROAD NORTH KINGSTOWN, RI 02852 (41.639968, -71.42324)",10/01/2018
415071,SOUTH COUNTY NURSING AND REHABILITATION CENTER,740 OAK HILL ROAD,NORTH KINGSTOWN,RI,02852,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,HCCF MANAGEMENT GROUP XI LLC,NO PERCENTAGE PROVIDED,since 07/06/2015,"740 OAK HILL ROAD NORTH KINGSTOWN, RI 02852 (41.560762, -71.488019)",10/01/2018
415053,CHERRY HILL MANOR,2 CHERRY HILL ROAD,JOHNSTON,RI,02919,DIRECTOR,Individual,"PRESTON, FORREST",NOT APPLICABLE,since 03/10/2004,"2 CHERRY HILL ROAD JOHNSTON, RI 02919 (41.836815, -71.482069)",10/01/2018
415074,VILLAGE HOUSE CONVALESCENT HOME INC,70 HARRISON AVENUE,NEWPORT,RI,02840,OFFICER,Individual,"CARRAGHER, TERRY",NOT APPLICABLE,since 12/09/2003,"70 HARRISON AVENUE NEWPORT, RI 02840 (41.471447, -71.322583)",10/01/2018
415052,CHARLESGATE NURSING CENTER,100 RANDALL STREET,PROVIDENCE,RI,02904,PARTNERSHIP INTEREST,Individual,"GERSHKOFF, ROBERT",NOT APPLICABLE,since 09/09/1977,"100 RANDALL STREET PROVIDENCE, RI 02904 (41.838228, -71.409659)",10/01/2018
415009,KENT REGENCY CENTER,660 COMMONWEALTH AVENUE,WARWICK,RI,02886,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,GENESIS RI HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 04/01/2011,"660 COMMONWEALTH AVENUE WARWICK, RI 02886 (41.701592, -71.479562)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GENESIS HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 02/02/2015,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415009,KENT REGENCY CENTER,660 COMMONWEALTH AVENUE,WARWICK,RI,02886,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,SENIOR CARE GENESIS LLC,NO PERCENTAGE PROVIDED,since 04/01/2011,"660 COMMONWEALTH AVENUE WARWICK, RI 02886 (41.701592, -71.479562)",10/01/2018
415028,WEST SHORE HEALTH CENTER,109 WEST SHORE ROAD,WARWICK,RI,02889,OFFICER,Individual,"RYAN, SALLY",NOT APPLICABLE,since 11/15/2007,"109 WEST SHORE ROAD WARWICK, RI 02889 (41.733287, -71.402699)",10/01/2018
415056,EVERGREEN HOUSE HEALTH CENTER,1 EVERGREEN DRIVE,EAST PROVIDENCE,RI,02914,OFFICER,Individual,"SWANKER, RICHARD",NOT APPLICABLE,since 04/01/2011,"1 EVERGREEN DRIVE EAST PROVIDENCE, RI 02914 (41.807101, -71.34483)",10/01/2018
415064,PAWTUCKET SKILLED NURSING & REHABILITATION,70 GILL AVENUE,PAWTUCKET,RI,02861,MANAGING EMPLOYEE,Individual,"DAVIS, KEITH",NOT APPLICABLE,since 03/02/2015,"70 GILL AVENUE PAWTUCKET, RI 02861 (41.862783, -71.352044)",10/01/2018
415038,BANNISTER CTR FOR REHABILITATION AND HEALTH CARE,135 DODGE STREET,PROVIDENCE,RI,02907,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"HAGLER, JONATHAN",90%,since 02/09/2016,"135 DODGE STREET PROVIDENCE, RI 02907 (41.81389, -71.424984)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,DIRECTOR,Individual,"WHITMAN, ARNOLD",NOT APPLICABLE,since 12/31/2011,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415045,OVERLOOK NURSING AND REHABILITATION CENTER,14 ROCK AVENUE,PASCOAG,RI,02859,OFFICER,Individual,"KENOIAN, HAROLD",NOT APPLICABLE,since 01/01/1966,"14 ROCK AVENUE PASCOAG, RI 02859 (41.955041, -71.706332)",10/01/2018
415045,OVERLOOK NURSING AND REHABILITATION CENTER,14 ROCK AVENUE,PASCOAG,RI,02859,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"KENOIAN, CHARLES",24%,since 01/23/1991,"14 ROCK AVENUE PASCOAG, RI 02859 (41.955041, -71.706332)",10/01/2018
415009,KENT REGENCY CENTER,660 COMMONWEALTH AVENUE,WARWICK,RI,02886,DIRECTOR,Individual,"EDWARDS, JAN",NOT APPLICABLE,since 04/01/2011,"660 COMMONWEALTH AVENUE WARWICK, RI 02886 (41.701592, -71.479562)",10/01/2018
415056,EVERGREEN HOUSE HEALTH CENTER,1 EVERGREEN DRIVE,EAST PROVIDENCE,RI,02914,OFFICER,Individual,"PRESTON, FORREST",NOT APPLICABLE,since 01/06/1976,"1 EVERGREEN DRIVE EAST PROVIDENCE, RI 02914 (41.807101, -71.34483)",10/01/2018
415056,EVERGREEN HOUSE HEALTH CENTER,1 EVERGREEN DRIVE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"CROOKS, JOANNA",NOT APPLICABLE,since 08/19/2009,"1 EVERGREEN DRIVE EAST PROVIDENCE, RI 02914 (41.807101, -71.34483)",10/01/2018
415033,HEATHERWOOD REHABILITATION & HEALTH CARE CENTER,398 BELLEVUE AVENUE,NEWPORT,RI,02840,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"SANTILLI, LAWRENCE",60%,since 09/24/2015,"398 BELLEVUE AVENUE NEWPORT, RI 02840 (41.477036, -71.307969)",10/01/2018
415052,CHARLESGATE NURSING CENTER,100 RANDALL STREET,PROVIDENCE,RI,02904,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"LANDWIRTH, HENRI",NO PERCENTAGE PROVIDED,since 09/09/1977,"100 RANDALL STREET PROVIDENCE, RI 02904 (41.838228, -71.409659)",10/01/2018
415038,BANNISTER CTR FOR REHABILITATION AND HEALTH CARE,135 DODGE STREET,PROVIDENCE,RI,02907,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"ROZENBERG, BETH",5%,since 02/09/2016,"135 DODGE STREET PROVIDENCE, RI 02907 (41.81389, -71.424984)",10/01/2018
415089,ALPINE NURSING HOME INC,557 WEAVER HILL ROAD,COVENTRY,RI,02816,OFFICER,Individual,"WILKIE, SUSAN",NOT APPLICABLE,since 02/01/1994,"557 WEAVER HILL ROAD COVENTRY, RI 02816 (41.666068, -71.666421)",10/01/2018
415049,HEBERT NURSING HOME,180 LOG ROAD,SMITHFIELD,RI,02917,DIRECTOR,Individual,"FLANAGAN, JAMES",NOT APPLICABLE,since 07/09/2010,"180 LOG ROAD SMITHFIELD, RI 02917 (41.910336, -71.551313)",10/01/2018
415042,WATERVIEW VILLA REHABILITATION AND HEALTH CARE CEN,1275 SOUTH BROADWAY,EAST PROVIDENCE,RI,02914,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,ATHENA HEALTH CARE SYSTEMS RI LLC,100%,since 09/01/2011,"1275 SOUTH BROADWAY EAST PROVIDENCE, RI 02914 (41.806739, -71.372727)",10/01/2018
415052,CHARLESGATE NURSING CENTER,100 RANDALL STREET,PROVIDENCE,RI,02904,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"GERSHKOFF, ROBERT",NO PERCENTAGE PROVIDED,since 09/09/1977,"100 RANDALL STREET PROVIDENCE, RI 02904 (41.838228, -71.409659)",10/01/2018
415059,ORCHARD VIEW MANOR,135 TRIPPS LANE,EAST PROVIDENCE,RI,02915,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"BOVE, JAMES",NO PERCENTAGE PROVIDED,since 09/30/2013,"135 TRIPPS LANE EAST PROVIDENCE, RI 02915 (41.790597, -71.35526)",10/01/2018
415032,CEDAR CREST NURSING CENTRE INC,125 SCITUATE AVENUE,CRANSTON,RI,02920,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"PEZZELLI, LISA",NO PERCENTAGE PROVIDED,since 03/29/1991,"125 SCITUATE AVENUE CRANSTON, RI 02920 (41.778839, -71.479833)",10/01/2018
415015,APPLE REHAB WATCH HILL,79 WATCH HILL ROAD,WESTERLY,RI,02891,DIRECTOR,Individual,"VESS, RYAN",NOT APPLICABLE,since 03/15/2013,"79 WATCH HILL ROAD WESTERLY, RI 02891 (41.335055, -71.828527)",10/01/2018
415028,WEST SHORE HEALTH CENTER,109 WEST SHORE ROAD,WARWICK,RI,02889,MANAGING EMPLOYEE,Individual,"CAMPBELL, JENNIFER",NOT APPLICABLE,since 02/11/2013,"109 WEST SHORE ROAD WARWICK, RI 02889 (41.733287, -71.402699)",10/01/2018
415031,SILVER CREEK MANOR,7 CREEK LANE,BRISTOL,RI,02809,MANAGING EMPLOYEE,Individual,"CIOCIOLA, KIMBERLY",NOT APPLICABLE,since 05/01/2013,"7 CREEK LANE BRISTOL, RI 02809 (41.679532, -71.277212)",10/01/2018
415056,EVERGREEN HOUSE HEALTH CENTER,1 EVERGREEN DRIVE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"MCMULLAN, JOHN",NOT APPLICABLE,since 01/19/1998,"1 EVERGREEN DRIVE EAST PROVIDENCE, RI 02914 (41.807101, -71.34483)",10/01/2018
415070,"CRESTWOOD NURSING & REHABILIATION CENTER, INC",568 CHILD STREET,WARREN,RI,02885,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"MINASSIAN, GREGORY",24%,since 11/01/1979,"568 CHILD STREET WARREN, RI 02885 (41.731939, -71.255126)",10/01/2018
415070,"CRESTWOOD NURSING & REHABILIATION CENTER, INC",568 CHILD STREET,WARREN,RI,02885,DIRECTOR,Individual,"MINASSIAN, HARRY",NOT APPLICABLE,since 11/01/1979,"568 CHILD STREET WARREN, RI 02885 (41.731939, -71.255126)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,MANAGING EMPLOYEE,Individual,"DAVIS, KEITH",NOT APPLICABLE,since 04/01/2011,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415064,PAWTUCKET SKILLED NURSING & REHABILITATION,70 GILL AVENUE,PAWTUCKET,RI,02861,OFFICER,Individual,"BERG, MICHAEL",NOT APPLICABLE,since 12/01/2012,"70 GILL AVENUE PAWTUCKET, RI 02861 (41.862783, -71.352044)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,OFFICER,Individual,"EDWARDS, JAN",NOT APPLICABLE,since 03/02/2015,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415089,ALPINE NURSING HOME INC,557 WEAVER HILL ROAD,COVENTRY,RI,02816,MANAGING EMPLOYEE,Individual,"GAUVIN, RODNEY",NOT APPLICABLE,since 07/05/1990,"557 WEAVER HILL ROAD COVENTRY, RI 02816 (41.666068, -71.666421)",10/01/2018
415110,OAKLAND GROVE HEALTH CARE CENTER,560 CUMBERLAND HILL ROAD,WOONSOCKET,RI,02895,OFFICER,Individual,"SANTILLI, LAWRENCE",NOT APPLICABLE,since 10/01/1990,"560 CUMBERLAND HILL ROAD WOONSOCKET, RI 02895 (41.997813, -71.490509)",10/01/2018
415090,LINN HEALTH CARE CENTER,30 ALEXANDER AVENUE,EAST PROVIDENCE,RI,02914,OPERATIONAL/MANAGERIAL CONTROL,Individual,"HERMANN, EDWARD",NOT APPLICABLE,since 06/29/2015,"30 ALEXANDER AVENUE EAST PROVIDENCE, RI 02914 (41.822001, -71.364964)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"SUN HEALTHCARE GROUP, INC.",NO PERCENTAGE PROVIDED,since 02/02/2015,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415076,JOHN CLARKE RETIREMENT CENTER THE,600 VALLEY ROAD,MIDDLETOWN,RI,02842,OFFICER,Individual,"GREEN, LINDA",NOT APPLICABLE,since 04/01/2000,"600 VALLEY ROAD MIDDLETOWN, RI 02842 (41.50408, -71.289022)",10/01/2018
415096,BETHANY HOME OF RHODE ISLAND,111 SOUTH ANGELL STREET,PROVIDENCE,RI,02906,DIRECTOR,Individual,"DONOVAN, DORIS",NOT APPLICABLE,since 06/21/2014,"111 SOUTH ANGELL STREET PROVIDENCE, RI 02906 (41.829129, -71.383212)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"WHITMAN, ARNOLD",NO PERCENTAGE PROVIDED,since 12/01/2012,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415091,STEERE HOUSE NURSING AND REHABILITATION CTR,100 BORDEN STREET,PROVIDENCE,RI,02903,MANAGING EMPLOYEE,Individual,"RICHARD, JULIE",NOT APPLICABLE,since 12/01/2007,"100 BORDEN STREET PROVIDENCE, RI 02903 (41.813327, -71.411652)",10/01/2018
415089,ALPINE NURSING HOME INC,557 WEAVER HILL ROAD,COVENTRY,RI,02816,OFFICER,Individual,"MESSIER, JANET",NOT APPLICABLE,since 02/01/1994,"557 WEAVER HILL ROAD COVENTRY, RI 02816 (41.666068, -71.666421)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GHC HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 12/01/2012,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,OFFICER,Individual,"SHERMAN, MICHAEL",NOT APPLICABLE,since 01/01/2012,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415080,BAYBERRY COMMONS,181 DAVIS DRIVE,PASCOAG,RI,02859,OFFICER,Individual,"CARRAGHER, TERRY",NOT APPLICABLE,since 01/01/2005,"181 DAVIS DRIVE PASCOAG, RI 02859 (41.936556, -71.683672)",10/01/2018
415108,HARRIS HEALTH CARE CENTER NORTH,60 EBEN BROWN LANE,CENTRAL FALLS,RI,02863,OPERATIONAL/MANAGERIAL CONTROL,Individual,"HARRIS, CHAD",NOT APPLICABLE,since 09/01/2004,"60 EBEN BROWN LANE CENTRAL FALLS, RI 02863 (41.895924, -71.390039)",10/01/2018
415085,MOUNT ST RITA HEALTH CENTRE,15 SUMNER BROWN ROAD,CUMBERLAND,RI,02864,DIRECTOR,Individual,"YATES, CANDACE",NOT APPLICABLE,since 07/01/2006,"15 SUMNER BROWN ROAD CUMBERLAND, RI 02864 (42.014587, -71.411384)",10/01/2018
415113,TOCKWOTTON ON THE WATERFRONT,500 WATERFRONT DRIVE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"KIERNAN, SUSAN",NOT APPLICABLE,since 05/11/2010,"500 WATERFRONT DRIVE EAST PROVIDENCE, RI 02914 (41.815275, -71.389054)",10/01/2018
415084,ELMHURST REHABILITATION & HEALTHCARE CENTER,50 MAUDE STREET,PROVIDENCE,RI,02908,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,QUINTO HOLDINGS LLC,90%,since 12/22/2016,"50 MAUDE STREET PROVIDENCE, RI 02908 (41.837291, -71.43371)",10/01/2018
415079,TRINITY HEALTH AND REHABILITATION CENTER,4 ST JOSEPH STREET,WOONSOCKET,RI,02895,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"BARNHILL, JEFFERY",NO PERCENTAGE PROVIDED,since 05/19/2014,"4 ST JOSEPH STREET WOONSOCKET, RI 02895 (41.996882, -71.505102)",10/01/2018
415110,OAKLAND GROVE HEALTH CARE CENTER,560 CUMBERLAND HILL ROAD,WOONSOCKET,RI,02895,OPERATIONAL/MANAGERIAL CONTROL,Organization,"ATHENA HEALTH CARE ASSOCIATES, INC.",NOT APPLICABLE,since 10/01/1990,"560 CUMBERLAND HILL ROAD WOONSOCKET, RI 02895 (41.997813, -71.490509)",10/01/2018
415113,TOCKWOTTON ON THE WATERFRONT,500 WATERFRONT DRIVE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"SCOTT, KATHERINE",NOT APPLICABLE,since 05/14/2013,"500 WATERFRONT DRIVE EAST PROVIDENCE, RI 02914 (41.815275, -71.389054)",10/01/2018
415094,BALLOU HOME FOR THE AGED,60 MENDON ROAD,WOONSOCKET,RI,02895,DIRECTOR,Individual,"WHITING, GEORGE",NOT APPLICABLE,since 12/07/2007,"60 MENDON ROAD WOONSOCKET, RI 02895 (42.016783, -71.482943)",10/01/2018
415083,EASTGATE NURSING & REHABILITATION CENTER,198 WATERMAN AVENUE,EAST PROVIDENCE,RI,02914,OFFICER,Individual,"RYAN, SALLY",NOT APPLICABLE,since 09/01/2012,"198 WATERMAN AVENUE EAST PROVIDENCE, RI 02914 (41.822023, -71.371287)",10/01/2018
415085,MOUNT ST RITA HEALTH CENTRE,15 SUMNER BROWN ROAD,CUMBERLAND,RI,02864,DIRECTOR,Individual,"MCGARRAHAN, JANE",NOT APPLICABLE,since 11/01/2006,"15 SUMNER BROWN ROAD CUMBERLAND, RI 02864 (42.014587, -71.411384)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,FC-GEN OPERATIONS INVESTMENT LLC,NO PERCENTAGE PROVIDED,since 12/01/2012,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415089,ALPINE NURSING HOME INC,557 WEAVER HILL ROAD,COVENTRY,RI,02816,OFFICER,Individual,"GAUVIN, RODNEY",NOT APPLICABLE,since 02/01/1994,"557 WEAVER HILL ROAD COVENTRY, RI 02816 (41.666068, -71.666421)",10/01/2018
415111,ST CLARE HOME,309 SPRING STREET,NEWPORT,RI,02840,OFFICER,Individual,"DAIGNEAULT, MARY BETH",NOT APPLICABLE,since 09/01/1997,"309 SPRING STREET NEWPORT, RI 02840 (41.482541, -71.312714)",10/01/2018
